Ticker,Initial Capital,Final Capital,Total Return,Annualized Return,Max Drawdown,Sharpe Ratio,Number of Trades,Win Rate,Avg Win,Avg Loss,Profit Factor
159919.SZ,100000.0,103279.52084000001,3.28%,1.69%,-8.47%,0.20,6,33.33%,4118.28,-1192.34,1.73
